"Name","Runtime","test/acc","val/acc_best"
"ae z10","275","0.6263381242752075","0.6386054158210754"
"ae z50","247","0.6319935321807861","0.6479591727256775"
"ae z100","233","0.6291658282279968","0.6379677057266235"
"ae z200","246","0.6311855912208557","0.6447703838348389"
"ae z400","220","0.6031104922294617","0.6356292366981506"
